상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
MA010120220809658173,성심인력공사,,N1,시설관리·임대,N104,고용 알선,N10401,고용 알선업,N75110,고용 알선업,11,서울특별시,11170,용산구,11170530,남영동,1117010700,동자동,1117010700100430059,1,대지,43,59,서울특별시 용산구 동자동 43-59,111702005005,서울특별시 용산구 한강대로,385,,1117010700100430059022991,,서울특별시 용산구 한강대로 385,140821,04320,,,,126.9722395561,37.5528033564175,11030530,남영동,11030,용산구
MA010120220803589506,디자인가토,,G2,소매,G210,철물·건설자재 소매,G21003,건설/건축자재 소매업,G47519,페인트; 창호 및 기타 건설자재 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100650013,1,대지,65,13,서울특별시 용산구 한강로3가 65-13,111704106410,서울특별시 용산구 한강대로14나길,6,,1117012800100650013028935,,서울특별시 용산구 한강대로14나길 6,140883,04389,,,,126.964297977266,37.52296910274,11030730,한강로동,11030,용산구
MA010120220811885350,아이보리,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101280015,1,대지,128,15,서울특별시 용산구 이태원동 128-15,111704106127,서울특별시 용산구 보광로59길,10,,1117013000101280015009763,,서울특별시 용산구 보광로59길 10,140865,04391,,,,126.993505706614,37.5340386219303,11030650,이태원1동,11030,용산구
MA010120220800268268,신도OA,,N1,시설관리·임대,N111,산업용품 대여,N11102,컴퓨터/사무기기 대여업,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100510002,1,대지,51,2,서울특별시 용산구 갈월동 51-2,111704106057,서울특별시 용산구 두텁바위로1길,50,,1117010400100510002000040,,서울특별시 용산구 두텁바위로1길 50,140804,04335,,1,,126.97481068048,37.5463257535375,11030530,남영동,11030,용산구
MA010120220809207621,오프스튜디오,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100107580033,1,대지,758,33,서울특별시 용산구 한남동 758-33,111704106215,서울특별시 용산구 우사단로10길,87,,1117013100107580033005678,오프스튜디오,서울특별시 용산구 우사단로10길 87,140911,04408,,1,,127.000237589955,37.5321016479606,11030740,한남동,11030,용산구
MA010120220813411222,크린토피아한가람점,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103010053,1,대지,301,53,서울특별시 용산구 이촌동 301-53,111704106293,서울특별시 용산구 이촌로77길,19,,1117012900103010037011148,,서울특별시 용산구 이촌로77길 19,140906,04423,,,,126.974921169332,37.5205120986189,11030630,이촌1동,11030,용산구
MA010120220814038533,지안,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100560009,1,대지,56,9,서울특별시 용산구 이태원동 56-9,111704106299,서울특별시 용산구 이태원로14길,6,,1117013000100560009000001,이태원시장,서울특별시 용산구 이태원로14길 6,140863,04390,,,,126.990054934875,37.5338221415263,11030650,이태원1동,11030,용산구
MA010120220800265091,치킨뱅이,,I2,음식,I210,기타 간이,I21006,치킨,I56219,기타 주점업,11,서울특별시,11170,용산구,11170530,남영동,1117010700,동자동,1117010700100430052,1,대지,43,52,서울특별시 용산구 동자동 43-52,111702005005,서울특별시 용산구 한강대로,399,,1117010700100430052023032,,서울특별시 용산구 한강대로 399,140821,04320,,,,126.972352299408,37.5539566602265,11030530,남영동,11030,용산구
MA010120220804032062,블루멘박,,G2,소매,G219,식물 소매,G21901,꽃집,G47851,화초 및 식물 소매업,11,서울특별시,11170,용산구,11170660,이태원2동,1117013000,이태원동,1117013000100040002,1,대지,4,2,서울특별시 용산구 이태원동 4-2,111704106501,서울특별시 용산구 회나무로42길,1,4,1117013000100040002007849,,서울특별시 용산구 회나무로42길 1-4,140857,04346,,,,126.995971829521,37.5405619748439,11030660,이태원2동,11030,용산구
MA010120220804001836,아르떼원,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11170,용산구,11170580,효창동,1117011900,효창동,1117011900100050063,1,대지,5,63,서울특별시 용산구 효창동 5-63,111704106548,서울특별시 용산구 효창원로66길,7,6,1117011900100050063016649,삼일빌딩,서울특별시 용산구 효창원로66길 7-6,140896,04317,,4,,126.962478890779,37.5411327225197,11030580,효창동,11030,용산구
MA010120220805358269,필라테스다이어리,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103000301,1,대지,300,301,서울특별시 용산구 이촌동 300-301,111703102008,서울특별시 용산구 이촌로,260,,1117012900103000301011192,삼익아파트,서울특별시 용산구 이촌로 260,140725,04426,,2,,126.976211358729,37.5185752088215,11030630,이촌1동,11030,용산구
MA010120220800267331,신유호세무회계사무소,,M1,과학·기술,M104,회계·세무,M10402,세무사,M71202,세무사업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100650406,1,대지,65,406,서울특별시 용산구 한강로3가 65-406,111704106148,서울특별시 용산구 서빙고로24길,18,,1117012800100650406012582,민수빌딩,서울특별시 용산구 서빙고로24길 18,140883,04388,,4,,126.968177951971,37.5234117031076,11030730,한강로동,11030,용산구
MA010120220800177446,유진텔레콤,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100400999,1,대지,40,999,서울특별시 용산구 한강로3가 40-999,111704106416,서울특별시 용산구 한강대로21나길,7,,1117012800100400999012888,아이파크몰전자전문점,서울특별시 용산구 한강대로21나길 7,140780,04377,,3,,126.963243494836,37.5279152812857,11030730,한강로동,11030,용산구
MA010120220802896302,옐로우독,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170510,후암동,1117010100,후암동,1117010100100430014,1,대지,43,14,서울특별시 용산구 후암동 43-14,111703102002,서울특별시 용산구 두텁바위로,147,,1117010100100430014026418,티엠타운,서울특별시 용산구 두텁바위로 147,140899,04330,,1,,126.980874713841,37.5514896135744,11030510,후암동,11030,용산구
MA010120220812931625,까페더브레이브,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100340042,1,대지,34,42,서울특별시 용산구 이태원동 34-42,111702005002,서울특별시 용산구 녹사평대로,170,,1117013000100340042010685,,서울특별시 용산구 녹사평대로 170,140863,04390,,1,,126.989081973704,37.533488685223,11030650,이태원1동,11030,용산구
MA010120220807116400,레호이,남산점,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,11,서울특별시,11170,용산구,11170660,이태원2동,1117013000,이태원동,1117013000102610009,1,대지,261,9,서울특별시 용산구 이태원동 261-9,111704106179,서울특별시 용산구 소월로38가길,5,,1117013000102610009007567,,서울특별시 용산구 소월로38가길 5,140861,04342,,,,126.99017815471,37.5432376042405,11030660,이태원2동,11030,용산구
MA010120220813301372,하회마을,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170530,남영동,1117010500,남영동,1117010500100290002,1,대지,29,2,서울특별시 용산구 남영동 29-2,111704106456,서울특별시 용산구 한강대로88길,6,1,1117010500100290002023822,,서울특별시 용산구 한강대로88길 6-1,140160,04352,,,,126.972785835192,37.5443701360513,11030530,남영동,11030,용산구
MA010120220812036397,임팩트피플스,,M1,과학·기술,M106,시장 조사,M10601,시장 조사 및 여론 조사업,M71400,시장 조사 및 여론 조사업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100080048,1,대지,8,48,서울특별시 용산구 갈월동 8-48,111702005005,서울특별시 용산구 한강대로,330,,1117010400100080048023500,신성빌딩,서울특별시 용산구 한강대로 330,140801,04334,,4,,126.972083000956,37.5477577284215,11030530,남영동,11030,용산구
MA010120220805077631,코스믹맨션,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106840062,1,대지,684,62,서울특별시 용산구 한남동 684-62,111704106321,서울특별시 용산구 이태원로54길,31,,1117013100106840062004978,,서울특별시 용산구 이태원로54길 31,140891,04400,,1,,127.001946102933,37.537030106757,11030740,한남동,11030,용산구
MA010120220809461955,내추럴와인플레이스이태원점,,I2,음식,I204,서양식,I20401,경양식,G47221,음료 소매업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100640034,1,대지,64,34,서울특별시 용산구 이태원동 64-34,111703102009,서울특별시 용산구 이태원로,160,1,1117013000100640034009710,,서울특별시 용산구 이태원로 160-1,140863,04391,,1,,126.99176332136,37.5341646533871,11030650,이태원1동,11030,용산구
MA010120220811834786,자모크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160009,1,대지,16,9,서울특별시 용산구 한강로3가 16-9,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,전자랜드,서울특별시 용산구 청파로 74,140749,04372,,6,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220806863777,오리지널스,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400100500001,1,대지,50,1,서울특별시 용산구 한강로1가 50-1,111702005005,서울특별시 용산구 한강대로,205,,1117012400100500001028323,용산파크자이,서울특별시 용산구 한강대로 205,140752,04322,,28,,126.9720643022,37.5372160286774,11030730,한강로동,11030,용산구
MA010120220805294439,어반딜라이트,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100107890006,1,대지,789,6,서울특별시 용산구 한남동 789-6,111704106478,서울특별시 용산구 한남대로42길,24,,1117013100107890006004511,유림빌딩,서울특별시 용산구 한남대로42길 24,140894,04417,,3,,127.003100439419,37.5431208420689,11030740,한남동,11030,용산구
MA010120220800310525,지현사,,G2,소매,G216,안경·정밀기기 소매,G21603,사진기/기타 광학기기 소매업,G47823,사진기 및 사진용품 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160009,1,대지,16,9,서울특별시 용산구 한강로3가 16-9,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,전자랜드,서울특별시 용산구 청파로 74,140749,04372,,,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220810274427,메이비,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11170,용산구,11170555,청파동,1117011100,청파동3가,1117011100100240031,1,대지,24,31,서울특별시 용산구 청파동3가 24-31,111704106363,서울특별시 용산구 청파로45길,26,,1117011100100240031020246,,서울특별시 용산구 청파로45길 26,140133,04313,,1,,126.969164753601,37.5445404358695,11030710,청파동,11030,용산구
MA010120220800306431,토템토탈미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600102170020,1,대지,217,20,서울특별시 용산구 보광동 217-20,111704106335,서울특별시 용산구 장문로19길,8,,1117013600102170020002911,,서울특별시 용산구 장문로19길 8,140823,04394,,,,126.997941051508,37.5261189791367,11030700,보광동,11030,용산구
MA010120220811565225,더에이치비,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11170,용산구,11170660,이태원2동,1117013000,이태원동,1117013000100050025,1,대지,5,25,서울특별시 용산구 이태원동 5-25,111703102012,서울특별시 용산구 회나무로,72,,1117013000100050025008044,,서울특별시 용산구 회나무로 72,140857,04346,,6,,126.994353797423,37.5402285385853,11030660,이태원2동,11030,용산구
MA010120220809962438,사록,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11170,용산구,11170555,청파동,1117010800,서계동,1117010800101930002,1,대지,193,2,서울특별시 용산구 서계동 193-2,111703101023,서울특별시 용산구 청파로,337,,1117010800101930002022134,명성카인테리어제일공사,서울특별시 용산구 청파로 337,140827,04304,,2,,126.96962660567,37.5496942692016,11030710,청파동,11030,용산구
MA010120220812051452,조셉필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103000023,1,대지,300,23,서울특별시 용산구 이촌동 300-23,111703102008,서울특별시 용산구 이촌로,248,,1117012900103000023011117,한강맨숀아파트,서울특별시 용산구 이촌로 248,140724,04426,,,,126.975023353248,37.5193858664557,11030630,이촌1동,11030,용산구
MA010120220808337189,이바돔감자탕효창점,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170555,청파동,1117011100,청파동3가,1117011100101320023,1,대지,132,23,서울특별시 용산구 청파동3가 132-23,111703005022,서울특별시 용산구 효창원로,156,,1117011100101320023000001,,서울특별시 용산구 효창원로 156,140133,04312,,1,,126.962308741425,37.5419705980741,11030710,청파동,11030,용산구
MA010120220813947607,크리에이티브찬,,M1,과학·기술,M105,광고,M10599,기타 광고 관련 서비스업,M71399,그 외 기타 광고 관련 서비스업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100690003,1,대지,69,3,서울특별시 용산구 갈월동 69-3,111702005005,서울특별시 용산구 한강대로,297,,1117010400100690003028593,우신빌딩,서울특별시 용산구 한강대로 297,140806,04321,,,,126.971688069676,37.544757307645,11030530,남영동,11030,용산구
MA010120220800262061,토큰판매소,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11170,용산구,11170510,후암동,1117010100,후암동,1117010100100300084,1,대지,30,84,서울특별시 용산구 후암동 30-84,111703101018,서울특별시 용산구 소월로,108,,1117010100100300084028283,,서울특별시 용산구 소월로 108,140899,04328,,,,126.981236695824,37.5521023504211,11030510,후암동,11030,용산구
MA010120220800282665,명품원조한방왕족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500100020196,1,대지,2,196,서울특별시 용산구 한강로2가 2-196,111703005018,서울특별시 용산구 새창로,213,,1117012500100020196013414,,서울특별시 용산구 새창로 213,140871,04376,,,,126.967269870333,37.5304663003576,11030730,한강로동,11030,용산구
MA010120220800040758,윤아트,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11170,용산구,11170690,서빙고동,1117013200,동빙고동,1117013200101980000,1,대지,198,,서울특별시 용산구 동빙고동 198,111704106158,서울특별시 용산구 서빙고로71길,29,3,1117013200101980000003872,,서울특별시 용산구 서빙고로71길 29-3,140813,04398,,,,126.995248835822,37.5220914206163,11030690,서빙고동,11030,용산구
MA010120220801630410,이노베이,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160049,1,대지,16,49,서울특별시 용산구 한강로3가 16-49,111703101023,서울특별시 용산구 청파로,40,,1117012800100160049028621,삼구빌딩,서울특별시 용산구 청파로 40,140712,04373,,12,,126.956046033452,37.5318051483732,11030730,한강로동,11030,용산구
MA010120220808046350,그린어바니스트,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11170,용산구,11170510,후암동,1117010100,후암동,1117010100104480168,1,대지,448,168,서울특별시 용산구 후암동 448-168,111704106177,서울특별시 용산구 소월로2다길,5,,1117010100104480168028798,,서울특별시 용산구 소월로2다길 5,140903,04326,,2,,126.977988336534,37.5535614063526,11030510,후암동,11030,용산구
MA010120220804259155,행복한공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500102460002,1,대지,246,2,서울특별시 용산구 한강로2가 246-2,111702005005,서울특별시 용산구 한강대로,129,,1117012500102460002013297,,서울특별시 용산구 한강대로 129,140871,04376,,1,,126.969577495971,37.5313048486214,11030730,한강로동,11030,용산구
MA010120220813604565,이태원포차,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101180034,1,대지,118,34,서울특별시 용산구 이태원동 118-34,111703102009,서울특별시 용산구 이태원로,166,,1117013000101180034009544,,서울특별시 용산구 이태원로 166,140863,04391,,1,,126.992396907445,37.5342097459222,11030650,이태원1동,11030,용산구
MA010120220806027561,마음집,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100650163,1,대지,65,163,서울특별시 용산구 한강로3가 65-163,111704106406,서울특별시 용산구 한강대로10길,11,76,1117012800100650163012309,,서울특별시 용산구 한강대로10길 11-76,140883,04389,,,,126.964941984506,37.52468120029,11030730,한강로동,11030,용산구
MA010120220800279971,국제열쇠,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47511,철물 및 난방용구 소매업,11,서울특별시,11170,용산구,11170640,이촌2동,1117012900,이촌동,1117012900102030069,1,대지,203,69,서울특별시 용산구 이촌동 203-69,111704106274,서울특별시 용산구 이촌로18길,21,6,1117012900102030069010997,,서울특별시 용산구 이촌로18길 21-6,140909,04374,,,,126.954805194892,37.5257139088512,11030640,이촌2동,11030,용산구
MA010120220812785479,한남114공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106190001,1,대지,619,1,서울특별시 용산구 한남동 619-1,111704106026,서울특별시 용산구 대사관로30가길,9,,1117013100106190001006507,,서울특별시 용산구 대사관로30가길 9,140890,04409,,1,,127.0051251572,37.5321375770385,11030740,한남동,11030,용산구
MA010120220803930421,티앤플러스,,M1,과학·기술,M109,기술 서비스,M10903,건물 및 토목 엔지니어링 서비스업,M72121,건물 및 토목 엔지니어링 서비스업,11,서울특별시,11170,용산구,11170570,원효로2동,1117011400,신창동,1117011400100310008,1,대지,31,8,서울특별시 용산구 신창동 31-8,111704106240,서울특별시 용산구 원효로35길,47,,1117011400100310008018133,,서울특별시 용산구 원효로35길 47,140060,04361,,3,,126.95551234406,37.535075581954,11030570,원효로2동,11030,용산구
MA010120220813830030,스윙공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500100150014,1,대지,15,14,서울특별시 용산구 한강로2가 15-14,111703005018,서울특별시 용산구 새창로,181,,1117012500100160001000297,선인상가,서울특별시 용산구 새창로 181,140747,04371,,4,,126.965175818964,37.5327091945641,11030730,한강로동,11030,용산구
MA010120220813320337,비고미베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11170,용산구,11170590,용문동,1117012100,용문동,1117012100100250003,1,대지,25,3,서울특별시 용산구 용문동 25-3,111703005018,서울특별시 용산구 새창로,116,5,1117012100100250003015478,,서울특별시 용산구 새창로 116-5,140832,04363,,1,,126.960421801643,37.5368342804708,11030590,용문동,11030,용산구
MA010120220800299564,용산빈대떡,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100610001,1,대지,61,1,서울특별시 용산구 한강로3가 61-1,111702005005,서울특별시 용산구 한강대로,52,,1117012800100610001012898,,서울특별시 용산구 한강대로 52,140882,04388,,,,126.964613588963,37.5253748740893,11030730,한강로동,11030,용산구
MA010120220813319650,대성축산,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,11,서울특별시,11170,용산구,11170555,청파동,1117010800,서계동,1117010800102600002,1,대지,260,2,서울특별시 용산구 서계동 260-2,111703005022,서울특별시 용산구 효창원로,268,,1117010800102600002021841,,서울특별시 용산구 효창원로 268,140830,04305,,1,,126.963741398463,37.5510260862843,11030710,청파동,11030,용산구
MA010120220800264359,행운이발관,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96111,이용업,11,서울특별시,11170,용산구,11170690,서빙고동,1117013200,동빙고동,1117013200100280006,1,대지,28,6,서울특별시 용산구 동빙고동 28-6,111704106166,서울특별시 용산구 서빙고로91나길,104,,1117013200100280006003390,,서울특별시 용산구 서빙고로91나길 104,140810,04395,,1,,126.996153656656,37.5252629823645,11030690,서빙고동,11030,용산구
MA010120220805116271,고엔,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170660,이태원2동,1117013000,이태원동,1117013000102670003,1,대지,267,3,서울특별시 용산구 이태원동 267-3,111704106016,서울특별시 용산구 녹사평대로54길,23,,1117013000102670003008310,,서울특별시 용산구 녹사평대로54길 23,140861,04343,,1,,126.988617237633,37.5391559349059,11030660,이태원2동,11030,용산구
MA010120220808401740,안도서울,,G2,소매,G218,장식품 소매,G21801,예술품 소매업,G47841,예술품 및 골동품 소매업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100150003,1,대지,15,3,서울특별시 용산구 갈월동 15-3,111702005005,서울특별시 용산구 한강대로,312,,1117010400100150003023722,,서울특별시 용산구 한강대로 312,140801,04334,,2,,126.972242058808,37.546054877952,11030530,남영동,11030,용산구
MA010120220800308956,자린고비,,G2,소매,G208,가전·통신 소매,G20801,컴퓨터/소프트웨어 소매업,G47311,컴퓨터 및 주변장치; 소프트웨어 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160058,1,대지,16,58,서울특별시 용산구 한강로3가 16-58,111703101023,서울특별시 용산구 청파로,48,,1117012800100160058011424,용산전자오피스텔,서울특별시 용산구 청파로 48,140879,04373,,,,126.956826485491,37.5321478167086,11030730,한강로동,11030,용산구
MA010120220813691521,두리헤어샵,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11170,용산구,11170555,청파동,1117010800,서계동,1117010800102320006,1,대지,232,6,서울특별시 용산구 서계동 232-6,111704106393,서울특별시 용산구 청파로93길,50,,1117010800102320006021127,,서울특별시 용산구 청파로93길 50,140830,04300,,1,,126.966229812709,37.553801898245,11030710,청파동,11030,용산구
MA010120220803008566,충무김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103010162,1,대지,301,162,서울특별시 용산구 이촌동 301-162,111703102008,서울특별시 용산구 이촌로,319,,1117012900103010162011255,,서울특별시 용산구 이촌로 319,140907,04424,,1,,126.982319858062,37.5179545888629,11030630,이촌1동,11030,용산구
MA010120220803087738,예가공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600102160103,1,대지,216,103,서울특별시 용산구 보광동 216-103,111703102011,서울특별시 용산구 장문로,90,1,1117013600102160103002846,,서울특별시 용산구 장문로 90-1,140823,04395,,,,126.999581423314,37.5259838460208,11030700,보광동,11030,용산구
MA010120220800282357,e리빙텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,11,서울특별시,11170,용산구,11170560,원효로1동,1117011300,원효로2가,1117011300100610015,1,대지,61,15,서울특별시 용산구 원효로2가 61-15,111704106251,서울특별시 용산구 원효로56길,3,,1117011300100610015019347,양경빌딩,서울특별시 용산구 원효로56길 3,140847,04367,,3,,126.962956860224,37.5356097421432,11030720,원효로1동,11030,용산구
MA010120220802772548,써드아이엠,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100107910008,1,대지,791,8,서울특별시 용산구 한남동 791-8,111704106477,서울특별시 용산구 한남대로42가길,7,,1117013100107910008004509,,서울특별시 용산구 한남대로42가길 7,140894,04417,,,,127.002523352456,37.5431839257775,11030740,한남동,11030,용산구
MA010120220813555785,잭슨피자,이촌점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012700,용산동5가,1117012700100240001,1,대지,24,1,서울특별시 용산구 용산동5가 24-1,111703102004,서울특별시 용산구 서빙고로,69,,1117012700100240001000001,용산파크타워,서울특별시 용산구 서빙고로 69,140025,04385,,1,,126.972352152373,37.5237100848369,11030730,한강로동,11030,용산구
MA010120220804211477,클라쎄오토용산한강대로지점,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,G45110,자동차 신품 판매업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100980038,1,대지,98,38,서울특별시 용산구 갈월동 98-38,111702005005,서울특별시 용산구 한강대로,257,,1117010400100980038028627,,서울특별시 용산구 한강대로 257,140759,04322,,,,126.97256066785,37.5412436154977,11030530,남영동,11030,용산구
MA010120220800285835,이촌연세휴치과,,Q1,보건의료,Q102,의원,Q10210,치과의원,Q86202,치과의원,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103000016,1,대지,300,16,서울특별시 용산구 이촌동 300-16,111704106297,서울특별시 용산구 이촌로88길,8,,1117012900103000016011242,서울스투디오,서울특별시 용산구 이촌로88길 8,140853,04426,,4,,126.977761166651,37.5182511496098,11030630,이촌1동,11030,용산구
MA010120220802904998,아울라운지,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101230005,1,대지,123,5,서울특별시 용산구 이태원동 123-5,111704106308,서울특별시 용산구 이태원로27가길,9,,1117013000101230005009512,,서울특별시 용산구 이태원로27가길 9,140858,04350,,지,,126.994772821033,37.5349667156872,11030650,이태원1동,11030,용산구
